id,name,open,labeled,commented,closed
I_kwDOMqJZbM6gf7-G,https://github.com/obsidianmd/obsidian-clipper/issues/204,2024-11-26T01:05:17Z,2024-11-26T01:05:17Z,2024-11-27T15:10:15Z,2024-11-27T15:10:07Z
I_kwDOMqJZbM6gt4UP,https://github.com/obsidianmd/obsidian-clipper/issues/207,2024-11-26T23:04:22Z,2024-11-26T23:04:22Z,2024-11-26T23:07:02Z,2024-11-26T23:07:02Z
I_kwDOMqJZbM6gvyyQ,https://github.com/obsidianmd/obsidian-clipper/issues/208,2024-11-27T03:37:14Z,2024-11-27T03:37:14Z,2024-11-27T04:47:55Z,2024-11-27T04:48:02Z
I_kwDOMqJZbM6gzsPs,https://github.com/obsidianmd/obsidian-clipper/issues/209,2024-11-27T09:47:35Z,2024-11-27T09:47:35Z,2024-12-11T03:37:17Z,
I_kwDOMqJZbM6g9bzi,https://github.com/obsidianmd/obsidian-clipper/issues/210,2024-11-28T02:10:38Z,2024-11-28T02:10:38Z,2024-11-28T14:48:34Z,
I_kwDOMqJZbM6hB4aq,https://github.com/obsidianmd/obsidian-clipper/issues/211,2024-11-28T10:18:41Z,2024-11-28T10:18:41Z,2024-11-28T19:45:16Z,2024-12-04T03:57:14Z
I_kwDOMqJZbM6hHOaj,https://github.com/obsidianmd/obsidian-clipper/issues/212,2024-11-28T19:00:47Z,2024-11-28T19:00:47Z,2024-11-28T19:32:38Z,2024-11-28T19:32:38Z
I_kwDOMqJZbM6hQMOg,https://github.com/obsidianmd/obsidian-clipper/issues/213,2024-11-29T14:57:57Z,2024-11-29T14:57:57Z,2024-11-29T15:11:55Z,
I_kwDOMqJZbM6hReVi,https://github.com/obsidianmd/obsidian-clipper/issues/214,2024-11-29T17:13:45Z,2024-11-29T17:13:45Z,2024-11-30T14:07:42Z,2024-12-04T21:09:08Z
I_kwDOMqJZbM6hSZHu,https://github.com/obsidianmd/obsidian-clipper/issues/215,2024-11-29T19:15:40Z,2024-11-29T19:15:40Z,2024-11-29T21:35:59Z,2024-11-30T17:19:57Z
I_kwDOMqJZbM6hTBev,https://github.com/obsidianmd/obsidian-clipper/issues/216,2024-11-29T20:36:36Z,2024-11-29T20:36:36Z,2024-12-04T03:57:45Z,2024-12-04T03:57:44Z
I_kwDOMqJZbM6hX2Fh,https://github.com/obsidianmd/obsidian-clipper/issues/217,2024-11-30T13:51:48Z,2024-11-30T13:51:48Z,2024-12-04T03:57:01Z,2024-12-04T03:57:01Z
I_kwDOMqJZbM6hX4fp,https://github.com/obsidianmd/obsidian-clipper/issues/218,2024-11-30T14:08:46Z,2024-11-30T14:08:46Z,2024-11-30T14:26:19Z,2024-12-04T22:14:59Z
